flight_id,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_cause,load_factor,turnaround_minutes,cancelled,date
DL0293,DL,MSP,SEA,2025-10-10T17:15:00,2025-10-10T17:18:00,3,,0.905,71,False,2025-10-10
UA1092,UA,MCO,BOS,2025-10-10T18:00:00,2025-10-10T18:06:00,6,,0.787,59,False,2025-10-10
UA0062,UA,BOS,SEA,2025-10-10T21:15:00,2025-10-10T21:19:00,4,,0.692,55,False,2025-10-10
UA0277,UA,CLT,SEA,2025-10-10T21:30:00,2025-10-10T21:35:00,5,,0.756,60,False,2025-10-10
DL0393,DL,DEN,ORD,2025-10-10T22:45:00,2025-10-10T22:46:00,1,,0.874,77,False,2025-10-10
JB0900,JB,SFO,BOS,2025-10-11T05:45:00,2025-10-11T05:51:00,6,,0.756,58,False,2025-10-11
SW0444,SW,MCO,MSP,2025-10-11T07:45:00,2025-10-11T07:48:00,3,,0.858,88,False,2025-10-11
AA1111,AA,SFO,PHX,2025-10-11T08:45:00,2025-10-11T09:19:00,34,security,0.834,51,False,2025-10-11
UA1157,UA,LGA,PHX,2025-10-11T12:00:00,2025-10-11T12:20:00,20,weather,0.892,57,False,2025-10-11
AA0306,AA,EWR,MIA,2025-10-11T13:30:00,2025-10-11T13:40:00,10,,0.96,39,False,2025-10-11
AA0156,AA,ATL,LAX,2025-10-11T15:00:00,2025-10-11T15:10:00,10,,0.774,64,False,2025-10-11
DL0078,DL,JFK,PHX,2025-10-11T20:30:00,2025-10-11T20:31:00,1,,0.978,62,False,2025-10-11
DL1013,DL,CLT,SEA,2025-10-11T21:00:00,2025-10-11T21:06:00,6,,0.864,42,False,2025-10-11
SW0974,SW,IAH,DFW,2025-10-11T22:00:00,2025-10-11T22:06:00,6,,0.78,78,False,2025-10-11
JB0260,JB,SFO,DEN,2025-10-11T22:30:00,2025-10-11T22:40:00,10,,0.9,80,False,2025-10-11
SW1034,SW,ORD,CLT,2025-10-12T05:00:00,2025-10-12T05:10:00,10,,0.862,54,False,2025-10-12
SW0244,SW,ORD,SFO,2025-10-12T07:30:00,2025-10-12T07:37:00,7,,0.855,56,False,2025-10-12
AA0791,AA,BOS,MSP,2025-10-12T08:00:00,2025-10-12T08:12:00,12,,0.717,79,False,2025-10-12
DL1158,DL,IAH,LGA,2025-10-12T16:45:00,2025-10-12T16:53:00,8,,0.747,72,False,2025-10-12
AA0131,AA,LAX,MIA,2025-10-12T21:00:00,2025-10-12T21:11:00,11,,0.821,69,False,2025-10-12
JB0140,JB,MIA,BOS,2025-10-12T22:30:00,2025-10-12T22:50:00,20,traffic,0.872,56,False,2025-10-12
AA1116,AA,SFO,LAS,2025-10-13T05:15:00,2025-10-13T05:22:00,7,,1.0,46,False,2025-10-13
JB0385,JB,PHX,DEN,2025-10-13T06:00:00,2025-10-13T06:01:00,1,,0.715,72,False,2025-10-13
AA0761,AA,ATL,SFO,2025-10-13T06:45:00,2025-10-13T06:49:00,4,,0.963,27,False,2025-10-13
UA1067,UA,SFO,FLL,2025-10-13T10:00:00,2025-10-13T11:07:00,67,weather,0.801,65,False,2025-10-13
DL1103,DL,LGA,LAS,2025-10-13T13:30:00,2025-10-13T13:57:00,27,crew,0.944,59,False,2025-10-13
AA1031,AA,IAH,LAX,2025-10-13T14:00:00,2025-10-13T14:12:00,12,,0.881,35,False,2025-10-13
AA0336,AA,MIA,DFW,2025-10-13T14:30:00,2025-10-13T14:44:00,14,,0.867,86,False,2025-10-13
UA0657,UA,SEA,MIA,2025-10-13T16:15:00,2025-10-13T16:27:00,12,,0.71,46,False,2025-10-13
AA0106,AA,LGA,JFK,2025-10-13T16:45:00,2025-10-13T16:49:00,4,,0.732,65,False,2025-10-13
UA0682,UA,CLT,DEN,2025-10-13T19:30:00,2025-10-13T19:39:00,9,,0.745,57,False,2025-10-13
AA0936,AA,DTW,PHX,2025-10-14T05:30:00,,0,,0.0,0,True,2025-10-14
AA0141,AA,DTW,MSP,2025-10-14T06:00:00,2025-10-14T06:02:00,2,,0.838,44,False,2025-10-14
UA0162,UA,IAH,MIA,2025-10-14T07:30:00,2025-10-14T07:30:00,0,,0.979,49,False,2025-10-14
DL0328,DL,IAH,SFO,2025-10-14T08:00:00,2025-10-14T08:06:00,6,,0.82,41,False,2025-10-14
DL0718,DL,FLL,MSP,2025-10-14T09:30:00,2025-10-14T09:38:00,8,,0.836,70,False,2025-10-14
DL0503,DL,DTW,PHX,2025-10-14T12:30:00,2025-10-14T12:34:00,4,,0.907,60,False,2025-10-14
DL1053,DL,PHX,MSP,2025-10-14T12:30:00,2025-10-14T12:38:00,8,,0.876,55,False,2025-10-14
UA0302,UA,IAH,LGA,2025-10-14T18:45:00,2025-10-14T18:45:00,0,,0.694,40,False,2025-10-14
DL0433,DL,SFO,DEN,2025-10-14T18:45:00,2025-10-14T18:52:00,7,,0.676,56,False,2025-10-14
DL0073,DL,DEN,FLL,2025-10-14T19:15:00,2025-10-14T19:25:00,10,,0.872,70,False,2025-10-14
SW0854,SW,LAX,EWR,2025-10-15T05:00:00,,0,,0.0,0,True,2025-10-15
AA1016,AA,LGA,LAS,2025-10-15T05:30:00,2025-10-15T05:39:00,9,,0.886,49,False,2025-10-15
UA1127,UA,DTW,ATL,2025-10-15T05:45:00,2025-10-15T05:51:00,6,,0.847,57,False,2025-10-15
SW0199,SW,MSP,FLL,2025-10-15T07:30:00,2025-10-15T07:47:00,17,traffic,0.851,44,False,2025-10-15
UA0707,UA,LAX,PHX,2025-10-15T08:30:00,2025-10-15T08:41:00,11,,0.784,70,False,2025-10-15
DL0993,DL,MCO,DTW,2025-10-15T12:15:00,2025-10-15T12:21:00,6,,0.84,38,False,2025-10-15
JB1040,JB,SFO,FLL,2025-10-15T12:15:00,2025-10-15T12:31:00,16,weather,0.832,67,False,2025-10-15
UA0482,UA,ATL,BOS,2025-10-15T12:45:00,2025-10-15T12:53:00,8,,0.828,76,False,2025-10-15
AA0646,AA,FLL,PHX,2025-10-15T14:30:00,2025-10-15T14:37:00,7,,0.752,63,False,2025-10-15
SW1019,SW,ATL,IAH,2025-10-15T14:30:00,2025-10-15T14:31:00,1,,0.673,62,False,2025-10-15
JB0980,JB,DFW,JFK,2025-10-15T18:00:00,2025-10-15T18:00:00,0,,0.911,51,False,2025-10-15
SW0994,SW,ORD,MCO,2025-10-15T18:00:00,2025-10-15T19:33:00,93,traffic,0.938,76,False,2025-10-15
DL0258,DL,SFO,FLL,2025-10-15T19:15:00,2025-10-15T19:17:00,2,,0.774,66,False,2025-10-15
JB0645,JB,FLL,DEN,2025-10-15T20:00:00,2025-10-15T20:01:00,1,,0.896,66,False,2025-10-15
DL0618,DL,DEN,MSP,2025-10-15T20:45:00,2025-10-15T20:53:00,8,,0.878,85,False,2025-10-15
AA0906,AA,SEA,SFO,2025-10-16T08:15:00,2025-10-16T08:49:00,34,traffic,0.737,87,False,2025-10-16
AA0286,AA,DEN,PHX,2025-10-16T12:30:00,2025-10-16T12:38:00,8,,0.839,65,False,2025-10-16
SW0339,SW,IAH,ATL,2025-10-16T13:15:00,2025-10-16T13:45:00,30,crew,0.924,56,False,2025-10-16
AA0451,AA,JFK,LGA,2025-10-16T15:00:00,2025-10-16T15:03:00,3,,0.943,101,False,2025-10-16
DL1163,DL,CLT,PHX,2025-10-16T18:15:00,2025-10-16T18:16:00,1,,0.779,59,False,2025-10-16
DL0023,DL,LAS,ORD,2025-10-16T21:00:00,2025-10-16T21:01:00,1,,0.743,25,False,2025-10-16
DL1088,DL,LAS,LAX,2025-10-17T07:30:00,2025-10-17T07:47:00,17,weather,0.82,64,False,2025-10-17
UA0197,UA,SFO,DFW,2025-10-17T08:30:00,2025-10-17T08:34:00,4,,0.802,64,False,2025-10-17
DL0933,DL,LAX,MIA,2025-10-17T14:30:00,2025-10-17T14:32:00,2,,0.989,45,False,2025-10-17
UA0912,UA,ORD,CLT,2025-10-17T16:00:00,2025-10-17T16:10:00,10,,0.873,43,False,2025-10-17
UA1002,UA,LGA,DTW,2025-10-17T18:00:00,2025-10-17T18:26:00,26,traffic,0.96,82,False,2025-10-17
JB0350,JB,FLL,PHX,2025-10-17T18:15:00,2025-10-17T18:15:00,0,,0.782,62,False,2025-10-17
DL0468,DL,JFK,ATL,2025-10-17T19:00:00,2025-10-17T19:14:00,14,,0.89,71,False,2025-10-17
SW0749,SW,ATL,SFO,2025-10-17T20:30:00,2025-10-17T20:34:00,4,,0.728,33,False,2025-10-17
SW1079,SW,MSP,MIA,2025-10-17T20:45:00,2025-10-17T20:50:00,5,,0.857,53,False,2025-10-17
DL0698,DL,MCO,DTW,2025-10-17T21:30:00,2025-10-17T22:05:00,35,weather,0.935,88,False,2025-10-17
SW0879,SW,EWR,PHX,2025-10-17T22:30:00,2025-10-17T22:39:00,9,,0.821,60,False,2025-10-17
JB0265,JB,CLT,PHX,2025-10-18T05:30:00,2025-10-18T05:41:00,11,,0.81,58,False,2025-10-18
SW0714,SW,LGA,IAH,2025-10-18T06:00:00,2025-10-18T06:12:00,12,,0.895,60,False,2025-10-18
DL1073,DL,ORD,BOS,2025-10-18T06:45:00,2025-10-18T06:59:00,14,,0.925,80,False,2025-10-18
JB0330,JB,DTW,DEN,2025-10-18T08:00:00,2025-10-18T08:10:00,10,,0.829,77,False,2025-10-18
DL0428,DL,JFK,DTW,2025-10-18T09:15:00,2025-10-18T09:28:00,13,,0.944,64,False,2025-10-18
DL0163,DL,PHX,MSP,2025-10-18T12:45:00,2025-10-18T12:45:00,0,,0.833,27,False,2025-10-18
AA0111,AA,EWR,MCO,2025-10-18T14:15:00,2025-10-18T14:21:00,6,,0.867,74,False,2025-10-18
UA1037,UA,LGA,FLL,2025-10-18T14:15:00,2025-10-18T14:20:00,5,,0.81,58,False,2025-10-18
DL0233,DL,BOS,DFW,2025-10-18T15:00:00,2025-10-18T15:09:00,9,,0.783,54,False,2025-10-18
SW0604,SW,DFW,BOS,2025-10-18T15:00:00,2025-10-18T15:01:00,1,,0.845,30,False,2025-10-18
JB0470,JB,CLT,PHX,2025-10-18T17:00:00,2025-10-18T17:04:00,4,,0.879,53,False,2025-10-18
SW0519,SW,MIA,EWR,2025-10-18T17:00:00,2025-10-18T17:09:00,9,,0.993,66,False,2025-10-18
AA0181,AA,CLT,LAX,2025-10-18T17:45:00,2025-10-18T17:46:00,1,,0.866,35,False,2025-10-18
JB0930,JB,LAS,JFK,2025-10-18T21:15:00,2025-10-18T21:27:00,12,,0.798,71,False,2025-10-18
UA0147,UA,ATL,BOS,2025-10-19T06:45:00,2025-10-19T07:09:00,24,mechanical,0.951,77,False,2025-10-19
AA0986,AA,SFO,JFK,2025-10-19T07:00:00,2025-10-19T07:33:00,33,traffic,0.796,55,False,2025-10-19
JB1055,JB,LAX,CLT,2025-10-19T07:45:00,2025-10-19T07:54:00,9,,0.796,50,False,2025-10-19
JB0560,JB,MSP,LAS,2025-10-19T10:30:00,2025-10-19T10:47:00,17,weather,0.949,65,False,2025-10-19
AA0206,AA,DEN,SFO,2025-10-19T11:30:00,2025-10-19T11:31:00,1,,0.837,90,False,2025-10-19
SW0934,SW,MIA,SEA,2025-10-19T12:30:00,2025-10-19T12:30:00,0,,0.885,35,False,2025-10-19
UA0737,UA,EWR,PHX,2025-10-19T13:15:00,2025-10-19T13:28:00,13,,0.898,60,False,2025-10-19
JB1000,JB,LAS,DEN,2025-10-19T15:15:00,2025-10-19T15:19:00,4,,0.944,33,False,2025-10-19
SW0979,SW,LGA,DTW,2025-10-19T15:45:00,2025-10-19T15:50:00,5,,0.9,76,False,2025-10-19
SW0929,SW,DTW,DEN,2025-10-19T20:45:00,2025-10-19T21:34:00,49,mechanical,0.95,48,False,2025-10-19
SW0349,SW,ORD,MSP,2025-10-19T21:00:00,2025-10-19T21:11:00,11,,0.981,57,False,2025-10-19
AA0581,AA,DFW,MSP,2025-10-19T21:45:00,2025-10-19T21:55:00,10,,0.914,44,False,2025-10-19
UA0207,UA,DFW,ATL,2025-10-19T22:15:00,2025-10-19T22:36:00,21,crew,0.952,46,False,2025-10-19
SW0739,SW,LAX,MCO,2025-10-19T22:15:00,2025-10-19T22:25:00,10,,0.833,66,False,2025-10-19
JB1020,JB,MSP,MIA,2025-10-19T22:15:00,2025-10-19T22:32:00,17,weather,0.776,60,False,2025-10-19
DL0483,DL,IAH,CLT,2025-10-20T05:45:00,2025-10-20T05:49:00,4,,0.821,86,False,2025-10-20
SW0504,SW,DFW,IAH,2025-10-20T07:30:00,2025-10-20T08:03:00,33,security,0.882,56,False,2025-10-20
JB1070,JB,EWR,JFK,2025-10-20T10:45:00,2025-10-20T13:22:00,157,traffic,0.915,49,False,2025-10-20
AA0061,AA,EWR,MIA,2025-10-20T11:45:00,2025-10-20T11:47:00,2,,0.707,81,False,2025-10-20
AA0281,AA,BOS,SEA,2025-10-20T13:00:00,2025-10-20T13:07:00,7,,0.808,61,False,2025-10-20
SW0169,SW,MCO,SEA,2025-10-20T13:45:00,2025-10-20T13:50:00,5,,0.845,36,False,2025-10-20
DL1028,DL,ORD,IAH,2025-10-20T13:45:00,2025-10-20T14:05:00,20,weather,0.751,41,False,2025-10-20
UA0312,UA,EWR,JFK,2025-10-20T18:15:00,2025-10-20T18:23:00,8,,0.936,58,False,2025-10-20
DL1143,DL,MIA,DTW,2025-10-20T19:15:00,2025-10-20T19:26:00,11,,1.0,47,False,2025-10-20
SW0304,SW,FLL,EWR,2025-10-20T21:00:00,2025-10-20T21:04:00,4,,0.823,34,False,2025-10-20
AA0541,AA,EWR,MSP,2025-10-20T22:45:00,2025-10-20T22:58:00,13,,0.698,72,False,2025-10-20
DL0733,DL,CLT,DEN,2025-10-21T05:30:00,2025-10-21T05:33:00,3,,0.807,38,False,2025-10-21
DL1118,DL,SFO,SEA,2025-10-21T05:30:00,2025-10-21T05:34:00,4,,0.823,51,False,2025-10-21
SW0119,SW,BOS,SEA,2025-10-21T06:30:00,2025-10-21T06:39:00,9,,0.807,74,False,2025-10-21
DL0738,DL,LAX,EWR,2025-10-21T07:00:00,2025-10-21T07:11:00,11,,0.964,38,False,2025-10-21
JB0435,JB,IAH,DFW,2025-10-21T08:00:00,2025-10-21T08:17:00,17,security,0.782,53,False,2025-10-21
DL0148,DL,SFO,FLL,2025-10-21T10:00:00,2025-10-21T10:04:00,4,,0.86,66,False,2025-10-21
UA0212,UA,CLT,IAH,2025-10-21T11:00:00,2025-10-21T11:00:00,0,,0.798,59,False,2025-10-21
JB1015,JB,MCO,DTW,2025-10-21T13:15:00,2025-10-21T13:21:00,6,,0.862,62,False,2025-10-21
JB0130,JB,FLL,MIA,2025-10-21T14:00:00,2025-10-21T14:03:00,3,,0.879,47,False,2025-10-21
JB0770,JB,MCO,DTW,2025-10-21T14:15:00,2025-10-21T14:16:00,1,,0.862,82,False,2025-10-21
JB0820,JB,SFO,EWR,2025-10-21T16:30:00,2025-10-21T16:40:00,10,,0.976,69,False,2025-10-21
SW0469,SW,DEN,MCO,2025-10-21T16:45:00,2025-10-21T16:55:00,10,,0.913,69,False,2025-10-21
UA0157,UA,MCO,FLL,2025-10-21T17:00:00,2025-10-21T17:05:00,5,,0.819,56,False,2025-10-21
UA0632,UA,ATL,MIA,2025-10-21T18:00:00,2025-10-21T18:14:00,14,,0.855,56,False,2025-10-21
UA0717,UA,MSP,CLT,2025-10-21T19:30:00,2025-10-21T19:35:00,5,,0.888,58,False,2025-10-21
SW0414,SW,SFO,CLT,2025-10-21T21:15:00,2025-10-21T21:59:00,44,security,0.777,64,False,2025-10-21
DL0173,DL,EWR,LGA,2025-10-22T05:15:00,2025-10-22T05:26:00,11,,0.884,67,False,2025-10-22
SW0054,SW,DEN,ATL,2025-10-22T06:00:00,2025-10-22T06:40:00,40,crew,0.921,66,False,2025-10-22
DL0703,DL,MSP,DFW,2025-10-22T06:00:00,2025-10-22T06:13:00,13,,0.791,62,False,2025-10-22
SW0899,SW,ORD,BOS,2025-10-22T07:15:00,2025-10-22T07:26:00,11,,1.0,70,False,2025-10-22
JB0455,JB,ORD,LAS,2025-10-22T07:30:00,2025-10-22T07:39:00,9,,0.907,57,False,2025-10-22
AA0756,AA,LAS,MSP,2025-10-22T09:30:00,,0,,0.0,0,True,2025-10-22
UA1177,UA,DFW,DTW,2025-10-22T10:15:00,2025-10-22T10:28:00,13,,0.789,33,False,2025-10-22
UA0417,UA,ATL,FLL,2025-10-22T13:00:00,2025-10-22T13:11:00,11,,0.953,64,False,2025-10-22
AA0806,AA,EWR,MCO,2025-10-22T15:45:00,2025-10-22T15:51:00,6,,0.855,77,False,2025-10-22
JB0540,JB,LAX,JFK,2025-10-22T16:15:00,2025-10-22T16:23:00,8,,0.873,49,False,2025-10-22
AA0746,AA,ATL,SEA,2025-10-22T17:45:00,2025-10-22T17:54:00,9,,0.849,25,False,2025-10-22
DL0638,DL,ATL,LGA,2025-10-22T18:30:00,2025-10-22T18:31:00,1,,0.819,59,False,2025-10-22
JB0320,JB,IAH,MSP,2025-10-22T18:45:00,2025-10-22T18:50:00,5,,0.826,65,False,2025-10-22
JB0805,JB,MIA,ORD,2025-10-22T20:15:00,2025-10-22T20:19:00,4,,0.757,46,False,2025-10-22
UA0307,UA,EWR,LAX,2025-10-22T20:30:00,2025-10-22T20:39:00,9,,0.761,29,False,2025-10-22
SW0744,SW,BOS,SFO,2025-10-22T21:00:00,2025-10-22T21:09:00,9,,0.91,68,False,2025-10-22
SW0374,SW,MIA,LAX,2025-10-23T07:00:00,2025-10-23T07:03:00,3,,0.886,47,False,2025-10-23
SW0134,SW,DFW,FLL,2025-10-23T07:45:00,2025-10-23T07:54:00,9,,0.678,60,False,2025-10-23
AA1181,AA,PHX,MCO,2025-10-23T13:00:00,2025-10-23T13:07:00,7,,0.896,51,False,2025-10-23
AA0776,AA,LAS,BOS,2025-10-23T14:45:00,2025-10-23T15:38:00,53,weather,0.849,51,False,2025-10-23
SW0579,SW,JFK,LAS,2025-10-23T16:30:00,2025-10-23T16:37:00,7,,0.808,55,False,2025-10-23
JB1185,JB,CLT,LAS,2025-10-23T18:45:00,2025-10-23T18:56:00,11,,0.879,76,False,2025-10-23
AA0461,AA,LAS,EWR,2025-10-23T20:45:00,2025-10-23T21:16:00,31,crew,0.873,46,False,2025-10-23
UA0817,UA,ATL,LAX,2025-10-24T05:30:00,2025-10-24T05:38:00,8,,0.939,57,False,2025-10-24
JB0595,JB,LAS,CLT,2025-10-24T06:15:00,2025-10-24T06:24:00,9,,0.988,56,False,2025-10-24
SW0619,SW,IAH,ORD,2025-10-24T07:30:00,2025-10-24T09:02:00,92,mechanical,0.87,63,False,2025-10-24
AA0501,AA,DEN,PHX,2025-10-24T07:45:00,2025-10-24T07:49:00,4,,0.804,78,False,2025-10-24
UA0877,UA,BOS,LAX,2025-10-24T10:15:00,2025-10-24T10:20:00,5,,0.828,98,False,2025-10-24
DL0058,DL,SEA,DEN,2025-10-24T13:45:00,2025-10-24T13:45:00,0,,0.809,73,False,2025-10-24
DL0523,DL,DTW,SEA,2025-10-24T14:00:00,2025-10-24T14:08:00,8,,0.747,42,False,2025-10-24
JB1130,JB,SEA,IAH,2025-10-24T14:30:00,2025-10-24T14:44:00,14,,0.875,68,False,2025-10-24
JB0395,JB,EWR,LAS,2025-10-24T15:00:00,2025-10-24T15:05:00,5,,0.987,51,False,2025-10-24
JB0235,JB,SEA,IAH,2025-10-24T15:45:00,2025-10-24T15:48:00,3,,0.894,85,False,2025-10-24
UA0637,UA,IAH,BOS,2025-10-24T15:45:00,2025-10-24T15:59:00,14,,0.834,61,False,2025-10-24
JB0295,JB,DTW,LGA,2025-10-24T16:15:00,2025-10-24T16:46:00,31,weather,0.826,63,False,2025-10-24
DL0343,DL,FLL,DEN,2025-10-24T17:30:00,2025-10-24T17:34:00,4,,0.712,66,False,2025-10-24
JB1065,JB,JFK,LAX,2025-10-24T20:00:00,2025-10-24T20:11:00,11,,0.841,61,False,2025-10-24
AA0436,AA,MSP,SEA,2025-10-24T20:45:00,2025-10-24T20:57:00,12,,0.896,60,False,2025-10-24
SW1179,SW,PHX,SEA,2025-10-24T20:45:00,2025-10-24T21:53:00,68,weather,0.857,74,False,2025-10-24
UA0357,UA,MSP,DFW,2025-10-24T21:15:00,2025-10-24T21:16:00,1,,0.912,57,False,2025-10-24
DL0263,DL,LAS,MSP,2025-10-24T21:30:00,2025-10-24T21:30:00,0,,0.798,45,False,2025-10-24
SW0039,SW,SFO,MIA,2025-10-25T05:15:00,2025-10-25T05:15:00,0,,0.856,55,False,2025-10-25
UA0027,UA,LAS,DEN,2025-10-25T07:45:00,2025-10-25T08:00:00,15,weather,0.965,47,False,2025-10-25
JB0955,JB,LAS,ATL,2025-10-25T10:00:00,2025-10-25T10:25:00,25,weather,0.829,79,False,2025-10-25
DL0398,DL,ATL,ORD,2025-10-25T10:45:00,2025-10-25T10:54:00,9,,0.882,65,False,2025-10-25
SW0874,SW,DEN,MIA,2025-10-25T11:15:00,2025-10-25T12:46:00,91,traffic,0.879,60,False,2025-10-25
SW1114,SW,MIA,ORD,2025-10-25T11:45:00,2025-10-25T11:55:00,10,,0.826,60,False,2025-10-25
DL0768,DL,JFK,DFW,2025-10-25T12:00:00,2025-10-25T12:05:00,5,,0.859,56,False,2025-10-25
SW0859,SW,CLT,LGA,2025-10-25T12:30:00,2025-10-25T12:52:00,22,weather,0.728,101,False,2025-10-25
JB0765,JB,CLT,EWR,2025-10-25T13:30:00,2025-10-25T13:39:00,9,,0.99,44,False,2025-10-25
SW0454,SW,MIA,ORD,2025-10-25T13:45:00,2025-10-25T13:45:00,0,,0.755,43,False,2025-10-25
JB0615,JB,ORD,JFK,2025-10-25T14:15:00,2025-10-25T14:22:00,7,,0.938,57,False,2025-10-25
SW0449,SW,ORD,BOS,2025-10-25T14:30:00,2025-10-25T14:43:00,13,,0.931,56,False,2025-10-25
SW0634,SW,ORD,DEN,2025-10-25T16:30:00,2025-10-25T16:36:00,6,,0.833,72,False,2025-10-25
UA0862,UA,MIA,PHX,2025-10-25T16:45:00,2025-10-25T16:58:00,13,,0.844,66,False,2025-10-25
JB0735,JB,ORD,PHX,2025-10-25T17:00:00,2025-10-25T17:48:00,48,security,0.869,62,False,2025-10-25
DL0673,DL,PHX,BOS,2025-10-25T17:45:00,2025-10-25T17:46:00,1,,0.775,55,False,2025-10-25
JB0065,JB,MIA,ATL,2025-10-25T18:30:00,2025-10-25T18:44:00,14,,0.717,68,False,2025-10-25
UA1097,UA,LGA,MSP,2025-10-25T20:15:00,2025-10-25T20:29:00,14,,0.838,53,False,2025-10-25
JB1120,JB,SEA,MIA,2025-10-25T21:45:00,2025-10-25T21:51:00,6,,0.772,66,False,2025-10-25
UA1077,UA,BOS,DEN,2025-10-26T05:15:00,2025-10-26T07:02:00,107,traffic,0.929,64,False,2025-10-26
DL0973,DL,SEA,DFW,2025-10-26T06:30:00,2025-10-26T06:35:00,5,,0.85,61,False,2025-10-26
DL0018,DL,CLT,FLL,2025-10-26T07:00:00,2025-10-26T07:12:00,12,,0.879,54,False,2025-10-26
AA0876,AA,LAX,MCO,2025-10-26T08:00:00,2025-10-26T08:09:00,9,,0.866,59,False,2025-10-26
AA0151,AA,LGA,SEA,2025-10-26T08:30:00,2025-10-26T08:30:00,0,,0.8,90,False,2025-10-26
SW0624,SW,PHX,IAH,2025-10-26T09:15:00,2025-10-26T09:27:00,12,,0.794,69,False,2025-10-26
UA0107,UA,LAS,MSP,2025-10-26T10:45:00,2025-10-26T11:41:00,56,security,0.827,58,False,2025-10-26
SW0079,SW,JFK,EWR,2025-10-26T14:15:00,2025-10-26T14:17:00,2,,0.87,57,False,2025-10-26
UA0382,UA,IAH,PHX,2025-10-26T14:15:00,2025-10-26T15:05:00,50,mechanical,0.779,25,False,2025-10-26
DL0773,DL,JFK,PHX,2025-10-26T15:00:00,2025-10-26T15:13:00,13,,0.897,66,False,2025-10-26
SW0944,SW,IAH,DTW,2025-10-26T18:30:00,2025-10-26T18:44:00,14,,0.856,71,False,2025-10-26
JB0565,JB,SFO,DTW,2025-10-26T18:45:00,2025-10-26T21:26:00,161,security,0.907,69,False,2025-10-26
DL0423,DL,BOS,MIA,2025-10-26T22:30:00,2025-10-26T22:35:00,5,,0.783,75,False,2025-10-26
SW0699,SW,MCO,MIA,2025-10-26T22:30:00,2025-10-26T22:39:00,9,,0.885,59,False,2025-10-26
SW1064,SW,FLL,MSP,2025-10-27T06:15:00,2025-10-27T06:28:00,13,,0.73,74,False,2025-10-27
DL0868,DL,EWR,JFK,2025-10-27T08:45:00,2025-10-27T09:23:00,38,mechanical,0.923,67,False,2025-10-27
AA0126,AA,BOS,MSP,2025-10-27T11:45:00,2025-10-27T11:52:00,7,,0.853,49,False,2025-10-27
SW1189,SW,BOS,CLT,2025-10-27T13:45:00,2025-10-27T13:48:00,3,,0.866,45,False,2025-10-27
DL0613,DL,EWR,LGA,2025-10-27T14:30:00,2025-10-27T14:33:00,3,,0.997,47,False,2025-10-27
SW0609,SW,SEA,ORD,2025-10-27T16:15:00,2025-10-27T16:23:00,8,,0.817,83,False,2025-10-27
JB0110,JB,ATL,DTW,2025-10-27T17:30:00,2025-10-27T18:18:00,48,weather,1.0,84,False,2025-10-27
AA0941,AA,ATL,DTW,2025-10-27T17:30:00,2025-10-27T17:37:00,7,,0.796,37,False,2025-10-27
UA1102,UA,EWR,LAX,2025-10-27T17:45:00,2025-10-27T17:55:00,10,,0.914,66,False,2025-10-27
AA0766,AA,EWR,FLL,2025-10-27T18:30:00,2025-10-27T18:36:00,6,,0.809,51,False,2025-10-27
JB0925,JB,PHX,MIA,2025-10-27T18:45:00,2025-10-27T18:49:00,4,,0.786,36,False,2025-10-27
DL0193,DL,DTW,ATL,2025-10-27T19:00:00,2025-10-27T19:10:00,10,,0.842,54,False,2025-10-27
SW0584,SW,LGA,BOS,2025-10-28T07:45:00,2025-10-28T07:56:00,11,,0.87,66,False,2025-10-28
UA0767,UA,BOS,CLT,2025-10-28T07:45:00,2025-10-28T07:47:00,2,,0.844,76,False,2025-10-28
UA0252,UA,DFW,ORD,2025-10-28T09:15:00,2025-10-28T09:20:00,5,,0.921,91,False,2025-10-28
UA0967,UA,PHX,SFO,2025-10-28T13:00:00,2025-10-28T13:07:00,7,,0.899,52,False,2025-10-28
SW0549,SW,MIA,LAX,2025-10-28T13:15:00,2025-10-28T13:27:00,12,,0.768,51,False,2025-10-28
UA0982,UA,DTW,DEN,2025-10-28T13:15:00,2025-10-28T13:18:00,3,,0.739,62,False,2025-10-28
DL0308,DL,DFW,DEN,2025-10-28T13:45:00,2025-10-28T13:59:00,14,,0.756,87,False,2025-10-28
AA0841,AA,ATL,PHX,2025-10-28T13:45:00,2025-10-28T13:54:00,9,,0.831,82,False,2025-10-28
SW0999,SW,LAS,LGA,2025-10-28T14:15:00,2025-10-28T14:23:00,8,,0.797,43,False,2025-10-28
DL0113,DL,JFK,ORD,2025-10-28T16:00:00,2025-10-28T16:10:00,10,,0.787,38,False,2025-10-28
SW0139,SW,FLL,MIA,2025-10-28T20:00:00,2025-10-28T21:34:00,94,traffic,0.883,66,False,2025-10-28
DL0953,DL,LGA,FLL,2025-10-28T20:45:00,2025-10-28T20:50:00,5,,0.955,73,False,2025-10-28
SW0759,SW,EWR,DFW,2025-10-29T05:15:00,2025-10-29T05:26:00,11,,0.901,60,False,2025-10-29
DL0518,DL,DTW,LAX,2025-10-29T05:45:00,2025-10-29T05:45:00,0,,0.958,65,False,2025-10-29
JB0655,JB,ORD,JFK,2025-10-29T10:45:00,2025-10-29T10:53:00,8,,0.932,81,False,2025-10-29
UA0517,UA,DFW,SFO,2025-10-29T11:30:00,2025-10-29T11:42:00,12,,0.793,50,False,2025-10-29
